0,1,Houston,B12,5-0,21.7
0,2,Kansas,B12,3-0,21.3
0,3,Arizona,P12,4-0,20.4
0,4,Gonzaga,WCC,1-0,19.6
0,5,Duke,ACC,3-1,19.3
0,6,Purdue,B10,3-0,19.3
0,7,Tennessee,SEC,3-0,18.8
0,8,Kentucky,SEC,3-1,16.7
0,9,Michigan St.,B10,2-2,16.3
0,10,Baylor,B12,3-0,16.1
0,11,Connecticut,BE,3-0,15.7
0,12,Alabama,SEC,4-0,15.6
0,13,North Carolina,ACC,3-0,15.4
0,14,Creighton,BE,4-0,15.3
0,15,Marquette,BE,3-0,14.3
0,16,Oregon,P12,3-0,14.1
0,17,Michigan,B10,3-1,13.9
0,18,Arkansas,SEC,3-1,13.8
0,19,Memphis,Amer,3-0,13.5
0,20,TCU,B12,4-0,13.5
0,21,Iowa,B10,3-1,13.4
0,22,Texas,B12,3-0,13.3
0,23,UCLA,P12,3-0,13.2
0,24,San Diego St.,MWC,3-1,13.1
1,25,Illinois,B10,3-1,12.8
1,26,Virginia,ACC,4-0,12.6
-2,27,BYU,B12,4-0,12.6
0,28,Auburn,SEC,3-1,12.5
0,29,Texas A&M,SEC,4-0,12.4
0,30,Miami FL,ACC,4-0,12.4
0,31,USC,P12,2-1,12.1
0,32,Villanova,BE,3-1,11.9
0,33,Virginia Tech,ACC,2-1,11.8
0,34,Iowa St.,B12,3-0,11.7
0,35,Colorado,P12,3-0,11.6
0,36,Mississippi St.,SEC,4-0,11.4
0,37,Wisconsin,B10,2-2,11.2
0,38,Ohio St.,B10,2-1,10.7
0,39,Texas Tech,B12,3-0,10.5
0,40,N.C. State,ACC,3-0,10.5
0,41,Maryland,B10,1-3,10.5
1,42,Utah,P12,3-1,10.2
1,43,Oklahoma,B12,4-0,10.2
1,44,Seton Hall,BE,4-0,10.2
1,45,Providence,BE,3-1,10.1
1,46,Saint Mary's,WCC,1-2,10.1
-5,47,Nevada,MWC,4-0,10.1
0,48,Clemson,ACC,3-0,10.0
1,49,Xavier,BE,2-2,9.7
1,50,Dayton,A10,3-1,9.6
1,51,Indiana,B10,3-0,9.5
1,52,LSU,SEC,2-2,9.5
1,53,Rutgers,B10,4-1,9.4
1,54,Cincinnati,B12,3-0,9.0
1,55,Florida St.,ACC,2-1,8.6
1,56,Washington,P12,3-1,8.5
1,57,Pittsburgh,ACC,4-0,8.4
1,58,Kansas St.,B12,3-1,7.7
1,59,Penn St.,B10,4-0,7.7
1,60,SMU,Amer,2-1,7.7
1,61,Colorado St.,MWC,4-0,7.4
-13,62,Florida Atlantic,Amer,2-1,7.4
0,63,UCF,B12,2-1,7.4
0,64,St. John's,BE,2-2,7.3
0,65,Syracuse,ACC,3-0,7.3
0,66,Boise St.,MWC,1-0,7.2
0,67,Florida,SEC,3-1,7.1
0,68,Liberty,CUSA,3-0,6.6
0,69,West Virginia,B12,2-1,6.6
0,70,New Mexico,MWC,2-1,6.5
0,71,VCU,A10,3-1,6.4
0,72,Butler,BE,3-1,6.3
0,73,Oklahoma St.,B12,1-3,6.1
0,74,San Francisco,WCC,1-2,6.0
2,75,Northwestern,B10,4-0,5.7
-1,76,Stanford,P12,3-1,5.6
-1,77,Missouri,SEC,3-1,5.6
3,78,Nebraska,B10,5-0,5.3
-1,79,Akron,MAC,2-0,5.3
0,80,Wake Forest,ACC,2-2,5.1
1,81,Drake,MVC,1-0,5.0
1,82,Grand Canyon,WAC,3-0,5.0
1,83,Mississippi,SEC,4-0,4.9
1,84,Vermont,AE,3-0,4.8
1,85,UAB,Amer,2-2,4.8
1,86,Bradley,MVC,3-0,4.8
1,87,Wichita St.,Amer,3-1,4.8
1,88,Davidson,A10,1-2,4.7
1,89,Arizona St.,P12,2-1,4.6
-11,90,Washington St.,P12,2-1,4.6
1,91,Missouri St.,MVC,2-1,4.5
1,92,Toledo,MAC,3-0,4.5
1,93,Tulane,Amer,3-0,4.5
1,94,Kent St.,MAC,2-1,4.3
2,95,South Carolina,SEC,4-0,4.1
2,96,Utah St.,MWC,1-1,4.1
2,97,Georgia Tech,ACC,2-1,4.1
2,98,Furman,SC,2-1,4.1
2,99,UNLV,MWC,2-1,4.0
3,100,North Texas,Amer,2-2,3.8
3,101,Richmond,A10,2-1,3.7
6,102,Ohio,MAC,2-1,3.6
-1,103,Minnesota,B10,3-1,3.6
1,104,Saint Louis,A10,3-1,3.6
-14,105,Yale,Ivy,2-2,3.5
5,106,Princeton,Ivy,4-0,3.3
